OBJECTID,X,Y,Z,Layer,Text,MUTCD,Width,Height,Condition,Orientation
796,1196471.256883768,868592.1082406504,81.40833852708369,Sign Face,Lake City Wy NE,D3-1,4.299070271849633,0.9552556053797405,,-65.0643877
797,1194308.945819722,863971.3428451426,292.1918053080641,Sign Face,16th Ave NE,D3-1,3.393980635503928,1.111364414220055,,85.01403043235632
798,1196746.962225565,869557.1922787363,91.48747944,Sign Face,"ONE WAY
DO NOT
ENTER",R5-1a,1.586893836458524,2.014496468206247,,-168.7979528
799,1196840.413110574,871161.8209489838,107.1718487,Sign Face,35,R2-1,2.633127693335215,3.207314240783453,,-170.6912136
800,1198431.827135233,875132.7642776377,137.6158379167321,Sign Face,NE 125th St,D3-1,6.112905601660411,1.661157985577981,,-155.7311565
801,1196876.781019917,871427.8183562102,105.4204581254724,Sign Face,"CUSTOMER PARKING
Mon - Fri after 6pm
Sat - Sun - Open parking",R7-8,2.661809047,1.746633573869864,,-87.20901614
802,1196741.454654764,869273.1327,90.47025390565423,Sign Face,NE 103rd St,D3-1,3.530456617077192,0.9662745227168005,,-176.828593
803,1196741.238388895,869273.4402,89.39613342225579,Sign Face,NE 103rd St,D3-1,4.253332011699677,1.490584519430995,,-86.68884261
804,1208765.434884663,889267.745,-19.03853146,Sign Face,,W11-15,3.408187554081282,3.477629173000654,,89.13925182604414
805,1208765.388,889267.6932286468,-21.55844262,Sign Face,"TRAIL XING
NEXT RIGHT",W16-13P,2.545325221021971,1.751777201940616,,-89.92984887
806,1196880.462345601,871383.2771989837,106.7311819801731,Sign Face,NO PARKING,R7-1,1.010464101632436,1.096279169768095,,-171.4887419
807,1193926.828058491,896626.3389,237.4479552739861,Sign Face,DO NOT ENTER,R5-1,4.235306727091472,4.331959141691526,,9.55725524
808,1197006.281022358,871778.4189714447,107.2912705320122,Sign Face,35,R2-1,2.603258747011423,3.109400314,,-156.9840758
809,1215217.842,887378.0182331481,0.7805740302803841,Sign Face,"TREE CITY USA
Arbor Day Foundation
19 Years",I-6,1.971075118879478,2.774011437396209,,-65.1553194
810,1196591.886781636,868591.8343038828,86.85031619012383,Sign Face,"LIQUOR & WINE
BOB'S' PARKING >>>",D1-1,9.464143456,1.982225937,,34.60310243
811,1198422.079151427,875136.5657510264,127.2226233889662,Sign Face,3000,D3-1a,1.559959748138984,0.613457042,,108.55372020666167
812,1198421.864487528,875136.0747474049,125.6734313704573,Sign Face,Lake City WY NE,D3-1,4.186785357991855,1.017730554267764,,113.19779711776155
813,1198421.757155578,875136.7211420583,126.5980055071913,Sign Face,NE 125 ST,D3-1,2.986699861685435,0.822474596,,-159.144332
814,1180240.549861877,902840.2788558848,218.8559239286187,Sign Face,35,R2-1,2.166349556942781,2.737444608509541,,-38.39066851
815,1180240.722874572,902840.2420105885,216.8000965716444,Sign Face,NO PARKING ANY TIME,R7-1,1.263331217,1.610176365375519,,141.29658610365357
816,1196800.650628071,870940.9782532643,106.1045616366469,Sign Face,PRIVATE PROPERTY,R7-1a,1.226044166733821,1.000584573298693,,-68.51678537
817,1196587.585493794,868611.2197356048,81.79367474496394,Sign Face,NE 100th St,D3-1,3.459434148470561,1.060046149690946,,-144.7985694
818,1196588.117347635,868611.0723544199,80.70887863735385,Sign Face,Lake City Wy NE,D3-1,4.239814612666766,1.001713597998023,,124.46242952021305
819,1196582.851674214,868608.9705705658,81.25598873396743,Sign Face,,R9-3a,2.326105720798175,2.151713986,,111.83878579181305
820,1196583.776010558,868608.4403,81.51426875372755,Sign Face,NE 100th St,D3-1,8.908176378,1.053676991562049,,161.43979262115252
821,1195422.013383198,864997.0037541596,250.6608236783746,Sign Face,20th Ave NE,D3-1,6.120093735357126,1.628584738125404,,54.41201006763456
822,1195425.258973205,864995.8727637624,238.6634495570265,Sign Face,,R9-3a,2.301593555212021,2.100278487900893,,-39.3856623
823,1195427.751637593,864986.9962513112,240.4174808973077,Sign Face,USE CROSSWALK,R9-3b,19.09875585595767,6.720285885930062,,-92.09537943
824,1195425.284604715,864995.9015992116,236.8521478106581,Sign Face,USE CROSSWALK,R9-3b,1.824137839078903,1.147758374338349,,-38.78176246
825,1195427.011527729,864989.5658102304,250.8011211548252,Sign Face,Lake City Wy NE,D3-1,7.313056021531424,1.666852290630341,,-45.24906523
826,1195430.699,864988.2858,240.4422863922519,Sign Face,NE 86th St,D3-1,2.769653932005167,0.9132237572222949,,12.694256800508878
827,1195427.806104552,864986.5717294199,239.6859816195571,Sign Face,20th Ave NE,D3-1,3.278936079045137,0.9611451700081429,,97.26116730567456
828,1207388.333928446,889262.6726064824,-3.009457167,Sign Face,,R9-3,2.170888339877129,2.021594452013572,,5.061968741727384
829,1197132.173389709,872090.2198877858,108.0620556062463,Sign Face,,W11-2,3.374341648320357,3.403859577178955,,-154.3386412
830,1197132.061251851,872090.3063941335,104.7836001962426,Sign Face,No Parking,R8-3,1.115919721374909,1.119109384814898,,-150.7843535
831,1203884.423152078,887899.9754,-6.229863088,Sign Face,104 WEST TO I-5\nEdmonds\nONLY,D1-1,14.21942770560583,8.182550726930302,,-123.278723
832,1194472.433204975,896487.3864484547,267.9003673261407,Sign Face,,R3-6LUS,2.831467227637768,3.238808622856935,,-156.9067505
833,1197030.369836242,871868.4224183033,110.122376,Sign Face,"LAKE CITY
FARMERS
MARKET
Thursdays
3-7PM
May-Oct",D1-1,1.990323000252247,2.562024656931559,,49.87071721188241
834,1187412.595705789,897167.6395260508,326.9841777445876,Sign Face,,W3-3,4.756254191597304,5.306129406293234,,-70.85463372
835,1197604.152022521,873103.4735437917,102.0420548433068,Sign Face,"OK
EXCEPT TRUCK COMBINATIONS",R3-18aP,2.033320195327203,3.179012064337731,,24.903197854543194
836,1197604.102,873103.7042273855,102.8197233798109,Sign Face,NO LEFT TURN,R3-2,2.010097896705072,2.052009186496337,,25.38496932011891
837,1198456.425375386,875205.3439,138.5100622425479,Sign Face,Lake City Wy NE,D3-1,7.442846049269042,1.773334367573262,,115.38523422552721
838,1197045.304996968,871879.1652251068,110.6302629,Sign Face,Lake City wy NE,D3-1,4.214158071478209,0.9173545190195244,,108.28455320966957
839,1197046.408753885,871884.0063766367,110.863024,Sign Face,NE Northgate Wy,D3-1,3.260343495458365,1.686982506712278,,114.33054619007653
840,1197046.461618875,871884.2274484141,110.8701077200972,Sign Face,NE Northgate Wy,D3-1,2.581201161493858,1.509078446576993,,-61.53172062
841,1209954.683302021,889239.9837636708,-23.31990185,Sign Face,68TH AVE NE,D3-1,8.093869830965996,2.195795131226381,,100.34701929732012
842,1197571.747385477,873123.4388884369,102.4512453867995,Sign Face,Lake City WY NE,D3-1,4.332198498447736,1.103770410468181,,110.43059167479957
843,1197925.052,873952.6343,107.6339543145898,Sign Face,"NO PARKING
7-9 AM
TOW AWAY ZONE
EXCEPT SAT-SUN-HOL
2 HOUR
9AM-6PM
EXCEPT SUNDAYS",R7-8,1.023497507224481,1.58947181,,20.78903169739966
844,1198200.055804259,874640.0201164642,117.7429945,Sign Face,Lake City WY NE,D3-1,4.295342251261076,1.351894390086333,,106.52768119551597
845,1198200.392217834,874639.9288042083,118.6178324820601,Sign Face,30 AVE NE,D3-1,3.020950561960539,0.8544734067469836,,-164.9057532
846,1197759.577,873564.2399927663,100.8565349096063,Sign Face,"NO PARKING
7-9 AM
TOW AWAY ZONE
EXCEPT SAT SUN HOL
2 HOUR
9AM-6PM",R7-8,1.048062863200903,1.600263495271405,,-152.7396901
847,1197862.333,873834.8334502045,108.5659000136458,Sign Face,Lake City Way NE,D3-1,4.114035375018915,0.9302868237594765,,115.99790824540781
848,1197862.459976623,873834.3704810475,109.4736034101251,Sign Face,NE 120 ST,D3-1,3.041164474685987,0.9222894921402137,,-152.9745362
849,1177712.600495828,909062.8694751882,-58.46830338,Sign Face,Amtrak,D1-1,1.975200502971808,5.761804439822833,,23.14583342243462
850,1177712.594087951,909062.9079224537,-56.46364205,Sign Face,Amtrak,I-13,2.045034009913604,2.082654868960381,,24.98133741247431
851,1177712.581272196,909062.8726791269,-60.21610049,Sign Face,EXIT,E5-1,2.034909453789393,2.138039753933748,,22.760278882495662
852,1177710.485896219,909056.7451461679,-55.89752108,Sign Face,10,R2-1,2.130281387964885,2.589420836766561,,-159.9183697
853,1177710.425021382,909056.7835934336,-58.6174508,Sign Face,MARY'S TOWING 425-743-5800,R10-19aP,2.086510194490354,1.611291799147924,,21.837718903938338
854,1184885.017996642,899048.3155585622,317.9913473,Sign Face,,R10-3e,0.4831779852509499,1.215964783330759,,53.42385787525996
855,1197977.490991434,874075.4636719655,109.4417267221215,Sign Face,"NO PARKING
7-9 AM
TOW AWAY ZONE
EXCEPT SAT-SUN-HOL
2 HOUR
9AM-6PM
EXCEPT SUNDAYS AND HOLIDAYS",R7-8,1.022808183232943,1.608569898257653,,-158.1003813
856,1198092.823176492,874342.5776518646,114.7764224968357,Sign Face,USE CROSSWALK,R9-3a,2.356323337952296,2.281748064160347,,109.23844852707232
857,1198092.767107563,874342.5007573334,113.0975835953159,Sign Face,USE CROSSWALK,R9-3b,2.204771400690079,1.233711600601673,,109.65312198104034
858,1194883.239,864474.2603129974,272.9291995837294,Sign Face,,R9-3a,2.333306760986646,2.307115773707629,,-49.6652101
859,1194883.306316955,864474.2667208749,271.0211539040013,Sign Face,USE CROSSWALK,R9-3b,1.991767940670252,1.218153020342191,,132.04835076680874
860,1194889.166321024,864477.3392981862,273.0921499087416,Sign Face,18th Ave,D3-1,2.427055606047313,0.952834367,,-77.92114968
861,1198378.444708882,874907.2093889251,124.5351945648594,Sign Face,,W11-2,3.413066207965215,3.540939035018285,,-164.245831
862,1198378.545632954,874907.7828939707,124.4852957210941,Sign Face,,W11-2,3.417015594442686,3.498140717248122,,-163.006671
863,1198378.523205382,874907.7540585215,121.4788872553908,Sign Face,,W16-7bP,2.047114692827066,1.194787576993307,,-161.5850162
864,1194564.584892801,864144.4917078542,284.9667981555068,Sign Face,Lake City Way NE,D3-1,4.21509125,0.7751497173060974,,-47.60027353
865,1194564.014591694,864143.8124728281,285.8399215406183,Sign Face,17th Ave NE,D3-1,3.242447080214819,0.921306741,,92.19923580781509
866,1194563.575652078,864143.3110564055,284.8727575455113,Sign Face,Lake City Wy NE,D3-1,4.231417962014675,0.9636452161272367,,133.92365388705397
867,1198605.259546528,875481.9167125336,137.8885982380314,Sign Face,CROSSWALK,W11-2a,8.072430192629497,2.014274320105712,,22.347368603412185
868,1196754.797457905,869605.2657784922,96.10938644349602,Sign Face,"
→",R7-1,1.223910880088806,1.624920076678197,,44.39506366123896
869,1201234.096139546,885667.6448643381,19.17419896225162,Sign Face,NE 165TH ST,D3-1,5.002023518681527,1.161018621300658,,21.713079641052556
870,1200836.905448221,884434.5399314259,57.07149472494948,Sign Face,BOTHELL WAY NE,D3-1,4.999450042446455,1.806180215775967,,164.96420880026818
871,1200836.022763081,884434.1878986501,52.16833572,Sign Face,STOP,R1-1,2.483519747505586,4.475493409832319,,-7.138631581
872,1199250.656172912,877893.3292125335,149.9732421455784,Sign Face,No Parking,R8-3,1.002761566018065,1.045310553833842,,-165.8210633
873,1198666.549293843,875585.2837881357,127.8442125473423,Sign Face,USE CROSSWALK,R9-3b,1.712710815817118,2.291795572,,-64.82081674
874,1199438.322082336,891131.8347342315,54.99372789641249,Sign Face,,R7-8,0.5399249939868848,1.634658415814241,,-1.213856752
875,1198605.498239969,875540.6689403168,128.6784506283207,Sign Face,5 MINUTE LOADING ZONE ONLY 7AM - 10AM,R7-23,1.096526348640521,1.59519144,,-158.1802041
876,1198605.562318745,875540.6336969899,127.3724200433495,Sign Face,FOOD PICK-UP PRIORITY,unknown,1.078553276658058,1.333325468401114,,-156.6951748
877,1208540.848386453,889309.3142960245,-16.93837773,Sign Face,,W16-1,0.4140975525478522,2.909130672911803,,83.65864619
878,1184703.768,899543.0253361907,312.5724104589227,Sign Face,Push Button Wait For Walk Signal,R10-3e,0.1182474930522343,1.423155237684647,,2.566444887155994
879,1184711.226744201,899580.4145010264,314.0566851705316,Sign Face,MADRONA SCHOOL,D1-1,3.233950697580974,2.222383677562078,,106.2664233743514
880,1198348.835508442,874731.7408745209,118.8352998282515,Sign Face,1 HR PARKING,R7-107,0.1416224084949742,0.8445857629676661,,38.71523149268253
881,1195692.553975646,865786.5055380136,189.693723,Sign Face,SPEEDING FINES DOUBLED IN WORK ZONES WHEN WORKERS PRESENT,R2-1a,1.558283664186796,1.455491866,,1.9478009445979358
882,1199014.376900044,876266.0783313893,130.6880962111555,Sign Face,Call City Light at 684-3000 when alarm sounds.,W10-9a,1.016678968518973,0.8643031668663026,,111.20025734428017
883,1195701.073248921,866017.2964637135,183.8909893506768,Sign Face,NE 90th St,D3-1,4.259532212118308,0.9852868606150151,,87.45070998421251
884,1195705.744591694,866042.6252019134,177.6207058995965,Sign Face,"2 HOUR
7AM-6PM",R7-108,1.061802703663707,1.625531375060479,,45.64258197894861
885,1199173.404402485,877200.3172496429,136.4758114109439,Sign Face,SPEED LIMIT 30,R2-1,2.041942122926315,2.736561100482941,,-166.6682976
886,1199142.023423888,877112.0391238291,135.3871230183048,Sign Face,Lake City WY NE,D3-1,4.171881097753843,1.497765319893758,,-72.724678
887,1199177.422141743,877228.6801178884,138.2421954371535,Sign Face,"No Parking 
←",R8-2,1.249050575,1.876211231152217,,-131.1169763
888,1199495.967349263,881699.4795508718,151.0315556965274,Sign Face,"RIGHT LANE
MUST
MAKE NEXT
RIGHT TURN
EXCEPT BUSES",R3-7P,3.122174807935953,4.252640537,,17.988910941125013
889,1177825.132438374,909691.9356254974,-46.48073819,Sign Face,RAILROAD CROSSING,R15-1,3.278731335153183,3.444130178093911,,-54.26340311
890,1177827.186163146,909690.5787574147,-60.50945175,Sign Face,STOP HERE WHEN FLASHING,R8-10,2.100280638982853,3.312871939142545,,-54.85394352
891,1177824.892142964,909692.1358716725,-55.44485834,Sign Face,REPORT PROBLEM OR EMERGENCY 1-800-832-5452 X-ING 08545K BNSF Railway,I-18,1.048812319710851,0.921913248,,152.14906285930553
892,1192976.251455301,896557.5118580007,258.1929333712661,Sign Face,NE 205TH ST,D3-1,9.014785563945772,1.724159851769606,,2.4030765434880346
893,1206751.367,889187.7031918985,-8.832992966,Sign Face,"RIGHT LANE
MUST
TURN RIGHT",R3-7R,2.498683897554875,2.712431240826846,,-89.05610638
894,1199297.468922749,879821.1704281503,164.3969991709791,Sign Face,,OM3,1.075924067844947,3.327508683005969,,179.22850865071786
895,1199297.392028218,879821.3330280446,167.4604777965946,Sign Face,BEGIN,R3-8bP,2.048572735289733,3.241123969256878,,0.3587058897891166
896,1199178.038899963,877276.5037104177,137.6250867869459,Sign Face,NO LEFT TURN 7-9 AM MON-FRI 2 HOUR PARKING 9AM-6PM,R3-18a,1.005702682,1.496308841854334,,-160.668131
897,1212444.672401143,888540.3296,-25.31972442,Sign Face,LEFT & U-TURN AHEAD,R3-8a,2.059337727,3.107713475028674,,105.04361080043881
898,1196765.165403869,870329.0916228119,104.7854024118188,Sign Face,No Parking,R8-3,1.173996098761757,1.305746837705374,,-82.40675345
899,1196764.909088765,870329.7260026947,106.9885483767592,Sign Face,NO PARKING ANY TIME,R7-1,1.008693761179845,1.706552072614432,,9.409359979949675
900,1199246.97,880493.8469914641,161.2603931452834,Sign Face,Push Button Wait For Walk Signal,R10-3e,0.491055296,1.240192028333744,,-78.14490445
901,1199297.286298237,879482.4548239023,176.4288656959934,Sign Face,ONLY,R3-6L-L,2.542334434886774,3.274366789857547,,-171.0847581
902,1199297.723635884,879811.8197327565,167.9778137900435,Sign Face,USE CROSSWALK,R9-3b,2.133441522916158,1.325713864887754,,90.97339509318394
903,1199297.688392557,879812.1096892181,169.5344024016463,Sign Face,,R9-3,2.197910035898288,2.125278362433116,,91.55595418273944
904,1204634.862514057,888644.1956866756,14.75342673083173,Sign Face,"104 WEST TO I-5
Edmonds
RIGHT 1/4 MILE",D1-1,14.25358689,8.137425720691683,,35.98535271406818
905,1199338.684391499,878612.2586373789,160.1679376214746,Sign Face,Push Button Wait For Walk Signal,R10-3e,1.050172487944365,1.746891899257899,,-179.0777525
906,1199338.527398498,878612.2642442718,164.0362431710961,Sign Face,"CURB LANE
BUSES ONLY
6-9 AM
3-7 PM
EXCEPT SUNDAY",R3-11a,2.550791706939539,6.732720704078675,,0.2048758803299659
907,1199237.620947895,877712.7079635508,146.9310396760705,Sign Face,35,R2-1,2.554711760481199,3.194166045635939,,5.054599706323618
908,1199260.691,879436.8307353606,167.7816351153456,Sign Face,"1 HOUR
9AM-6PM",R7-107,1.047411769802372,1.637763698,,179.08078731353768
909,1199242.233017801,880778.2494251393,161.5596235078576,Sign Face,Quick Curbside Pickup,D1-1,1.303618928765257,2.379706772168478,,87.63414849883577
910,1199259.635211404,879344.3410319915,162.4254129,Sign Face,DO NOT BLOCK DRIVEWAY,R7-7,1.007056787808736,1.250625460272034,,88.90516518712491
911,1199262.826334451,880395.0567424408,165.1699619223677,Sign Face,,R10-20,0.4770415839677056,1.521289356648922,,-160.6044135
912,1199262.594048888,880392.3373993825,169.9606889623406,Sign Face,3200\nLake City Wy NE,D3-1,4.292312746,1.249563119113446,,-87.96786219
913,1199262.792693094,880392.4279106536,171.4735988769932,Sign Face,3200 Bothell Wy NE,D3-1,4.234318402707578,1.282866365561883,,86.20769239391194
914,1199264.614132303,880395.2641974782,176.9847115,Sign Face,NE 145th St,D3-1,6.115727430085342,1.816888497322798,,-1.141900646
915,1199260.184686909,880394.6818816009,170.0280843156579,Sign Face,NE 145th St,D3-1,2.698222562273344,1.044970682884256,,-178.3548315
916,1199264.687822895,879330.1547919606,165.9794821161035,Sign Face,No Parking,R7-1,0.5849560370544593,1.050465817302465,,60.77014428607748
917,1199260.924796772,879658.9397878916,163.3230163568261,Sign Face,"30 MINUTE
LOAD AND
UNLOAD ONLY
7AM-6PM",R7-108a,1.029907927016417,1.633681825,,-171.8636003
918,1199260.934408589,879658.9942548512,162.7569454505049,Sign Face,2-WAY TRAFFIC,W16-12P,1.001577199846506,0.3732850745320321,,8.625148693217238
919,1199265.030644347,879974.4396515797,171.5993910211328,Sign Face,"Lake City Way
TRAFFIC
SAFETY
PROJECT
NEXT 4 MILES",R1-9aP,4.103811087,6.195870095094046,,-166.7949957
920,1199264.607724425,879974.2754497161,166.5426119067274,Sign Face,No Parking,R7-1,1.064052735393246,1.061184463153283,,-162.5737975
921,1199264.641365783,879633.696,166.9079360224806,Sign Face,No Parking,R8-3,0.7545163435985646,1.209055508077145,,68.35961065562704
922,1199265.541672586,880253.0109,166.7999282417697,Sign Face,"372
322 522
330",OTC-1,1.153210291564465,1.707907254248858,,179.02562891120346
923,1199651.853389709,881987.5156516408,139.8025636953118,Sign Face,DEAD END,W14-1,3.749118009308974,3.589943028688431,,-19.59185937
924,1196963.973010477,893823.0947,160.0180408440037,Sign Face,NO PARKING ANY TIME,R7-1,1.475700792248051,1.776141333977381,,-142.8839934
925,1194453.683755106,896392.1093183277,262.5494641,Sign Face,SW AVE NE,D3-1,6.136844797233741,2.563844667822123,,113.14357535546662
926,1194413.795,896409.6260527435,262.7766684430841,Sign Face,BALLINGER WAY,D3-1,10.25927173852921,1.872891133924325,,28.324211986620377
927,1194408.380060444,896412.1924,246.0603179893894,Sign Face,Push Button Wait For Walk Signal,R10-3e,0.4464548607046406,0.6392953006426494,,-152.4215585
928,1194407.822575093,896412.8628319183,250.8075290324294,Sign Face,,R9-3,1.807719999353091,1.573319433753689,,-168.8688505
929,1199337.811318175,878955.9747891123,162.2589707591139,Sign Face,,R7-201,1.035819882452488,2.227988223830859,,178.83446120064426
930,1200898.590881977,884291.0655494069,53.76545540432164,Sign Face,A BETTER WAY SAVE OUR TREES SAVE OUR LFP,G20-2a,2.006365573952595,1.362044759194056,,-2.91017109
931,1200584.619297098,883541.4884474578,96.92806789974398,Sign Face,"RIGHT LANE
MUST
MAKE NEXT
RIGHT TURN
EXCEPT BUSES",R3-7bP,3.044721582035224,4.167540605465572,,31.34250661742689
932,1201255.285388813,885724.5930743295,25.54697716653374,Sign Face,,D3-1,3.636558930277825,1.138388359099627,,-66.16942573
933,1201254.506831684,885722.8036745086,25.42390086114434,Sign Face,BOTHELL WAY NE,D3-1,7.585722477436066,1.630425379847487,,114.30234954947129
934,1206403.419111144,889271.4718,-4.978058541,Sign Face,"RIGHT LANE
ONLY",R3-11b,5.314594891568025,6.284845493733884,,94.70920158860356
935,1219223.785187906,886445.3243142588,9.88694406,Sign Face,ONLY,R3-5R,3.400955225427946,3.467082613706589,,112.68002027106878
936,1200249.247,883023.0050434255,121.0521376254164,Sign Face,NE 155TH ST,D3-1,3.419386868973573,1.759286825,,33.18957340360408
937,1203207.768898742,887526.8854449096,-33.35664934,Sign Face,"RIGHT LANE
MUST
MAKE NEXT
RIGHT TURN
EXCEPT BUSES",R3-7P,3.064977929741144,4.005765162309011,,51.50756573018002
938,1181343.691622944,901679.6848652028,246.6235854492588,Sign Face,"130
416",D1-1,1.377886695613464,2.113481828967731,,-70.3806794
939,1196433.123604145,868526.4210873301,80.79065416912266,Sign Face,"No Parking 
→",R7-1,1.474831852912903,1.643685920139154,,-92.63220891
940,1199115.802388732,876970.7246,129.8786385943495,Sign Face,"NO PARKING
7-9 AM
MON THRU FRI
2 HOUR
PARK 9-7PM",R7-200aP,0.9197787883877755,1.649350305596988,,15.93189020498004
941,1199359.064646219,879134.5623379404,168.7264216003818,Sign Face,NE 140th St,D3-1,3.110580671727658,1.402443251709143,,13.373987866305272
942,1199359.303,879134.1962879323,167.7568171050154,Sign Face,NE 140th St,D3-1,4.330057976345222,2.379865170021852,,103.34552775626318
943,1185143.233036519,898895.9914970794,322.3354377581679,Sign Face,WEST 104,M1-5,2.123110462923845,3.133928124209246,,-48.61969905
944,1185143.223424702,898895.9210104258,321.8554226456089,Sign Face,104,M1-5,2.122528106371562,3.029602604707082,,-48.37997224
945,1199344.853575662,880491.7860578297,168.2792593759301,Sign Face,TRAFFIC SIGNAL 1-888-814-1300 Toll Free,R10-9b,3.019767662435771,2.461781108776729,,-178.4199796
946,1194875.328509338,864450.7754415781,270.8137238973383,Sign Face,NO PARKING,R8-3,1.312538976768653,1.671174792051316,,7.230204463468855
947,1223474.167798723,887834.4448468923,-32.64950231,Sign Face,35,R2-1,2.383834111789862,1.131244811465343,,-158.216575
948,1206987.788713195,889308.4715599965,-14.2118086,Sign Face,,R10-3e,1.059236951768398,1.470773739,,-178.9059175
949,1195356.476815002,865092.8800208424,235.5001356977228,Sign Face,"NEIGHBORHOOD CRIME WATCH
We report all suspicious persons & activities to our law enforcement agency",I1-1,1.824785314748685,1.477018721053998,,-90.0674759
950,1195387.907,865044.5934591562,250.3068886,Sign Face,20th Ave NE,D3-1,6.088199447592101,1.633273510138194,,-126.8114614
951,1195382.848435282,865053.6493921804,240.1131567726536,Sign Face,20th Ave NE,D3-1,3.336270235379537,0.965558897,,85.22432614771438
952,1195377.664,865038.5268010345,237.2789725329481,Sign Face,USE CROSSWALK,M6-1,1.992508499523004,1.237546099747221,,-41.69717276
953,1195755.303117085,866745.0487350351,152.8154988092187,Sign Face,,W11-2,3.533439189990362,3.497690163354079,,137.57561641011233
954,1195754.598250548,866744.3871216725,152.5150544542077,Sign Face,,W11-2,1.692867866953214,3.016144653757414,,145.09929966348224
955,1195771.617573465,866763.1702128997,153.4528823846582,Sign Face,,W11-2,3.299706144233545,3.066839788953464,,159.81699745208513
956,1195771.963598856,866763.3753,150.8197953663272,Sign Face,,W16-7P,2.547704317669074,1.572394957393408,,-21.13127713
957,1195786.438994363,866731.1148051849,152.1968632819258,Sign Face,To I-80 West,D11-1c,2.049518820246061,1.690970808217923,,-20.43680085
958,1195786.310836811,866730.9850456634,151.1425421390934,Sign Face,,M6-3,0.860751535,1.002444085876147,,-171.7661281
959,1198027.731955789,874193.4551262298,111.007827,Sign Face,"NO PARKING
7-9 AM
TOW AWAY ZONE
EXCEPT VEHICLES WITH AREA A PERMIT
2 HOUR
9AM-6PM
EXCEPT SUNDAY AND HOLIDAY",R7-302P,1.013154127399127,1.564551134804885,,22.998818316402307
960,1202638.022073384,887197.4986090993,-35.06748392,Sign Face,NORTHSHORE,D1-1,2.489569176634153,1.146051295250654,,64.11718699160744
961,1177661.978262755,909098.7792212819,-54.6769565,Sign Face,25,R2-1,1.165567670762539,2.561804073254268,,-150.2129553
962,1207144.642343159,889298.5660825744,-7.688562608,Sign Face,"RIGHT LANE
MUST
TURN RIGHT

EXCEPT
BUSES",R3-5P,2.548462280730407,4.160354818403722,,-88.00903121
963,1206684.707316304,889286.7767391982,-7.616492758,Sign Face,"RIGHT LANE
MUST
MAKE NEXT
RIGHT TURN
EXCEPT BUSES",R3-7P,3.012878138025602,4.204987422426542,,86.85183457633163
964,1185995.804355692,898026.1092965585,336.2203323262933,Sign Face,TRUCK ROUTE,M4-4,0.3589545665184657,2.742776358475288,,116.21056695236814
965,1199351.793307108,880417.4298470957,161.9399035098158,Sign Face,Push Button Wait For Walk Signal,R10-3e,0.4794134451573094,0.9312315398454667,,-91.87095861
966,1207196.616638406,889306.5415873606,-5.274172573,Sign Face,,I-5,2.294093123525381,3.486152541935444,,-85.15247488
967,1207196.682319152,889306.6064671213,-7.329993672,Sign Face,KENMORE AIR HARBOR,D1-1,2.615772764086723,2.297861232459546,,96.12194279439008
968,1196507.083327453,868642.4949842213,80.79571038504469,Sign Face,,R9-3a,2.304680162270864,2.148096453199784,,-58.42384983
969,1196507.081725483,868642.4949842213,79.30019685685662,Sign Face,USE CROSSWALK,M6-1,2.020839813351631,1.402191184014082,,-58.52627529
970,1202022.823,886774.6695989878,-27.61773779,Sign Face,"SPEED
LIMIT
40",R2-1,2.151402275065581,2.678129501243433,,-137.0202455
971,1199840.235379455,882283.8427,123.7295291099948,Sign Face,"RIGHT LANE
MUST
MAKE NEXT
RIGHT TURN
EXCEPT BUSES",R3-7P,3.077816955745221,4.206801371177038,,-147.8487931
972,1208840.310934468,889364.5406892791,-20.79164057,Sign Face,SPEED LIMIT 35,R2-1,2.675064796109995,3.266402311126392,,-88.51683034
973,1207964.147411925,889284.1242,-6.572011838,Sign Face,,R9-3,2.122124094069004,2.113478700121244,,-3.674942523
974,1208768.105367654,889362.6282381836,-23.1219233,Sign Face,MILE 7,D10-1,1.022728398,2.285150880267223,,-91.84007552
975,1177646.160416889,907732.3954403574,-55.01143958,Sign Face,You're not just in line. You're in Edmonds! Go to EnjoyEdmonds.com to learn more,W16-13,1.263412175873915,3.200718045731386,,-153.8017686
976,1217977.074,886610.9042720428,-3.158887746,Sign Face,"RIGHT LANE
BUSES ONLY",R3-11bP,2.649071708371242,3.765055962204934,,127.78707663938002
977,1198890.438935363,876235.3453494151,131.2614636,Sign Face,25,R2-1,2.538715923925241,3.115300536652406,,-157.9886498
978,1193061.537102274,896563.7082756439,256.5477358271681,Sign Face,ONLY,R3-5b,4.033884105682374,3.156314434160789,,-85.71240487
979,1183632.700844949,901992.6880595795,284.4839546,Sign Face,30 MPH,W1-6a,4.255712281664213,2.619328307012717,,-21.78718224
980,1188676.799470438,896785.6851656992,294.6983367437127,Sign Face,"99 NORTH
Lynnwood
Everett
RIGHT 1/4 MILE",D1-1,10.13621733506521,8.075432320833206,,-90.97018234
981,1188677.065397358,896774.6267709238,293.4211416079604,Sign Face,,D1-1,10.05082329233488,8.029234120249749,,88.75601445767217
982,1190276.619028543,896707.7117080576,226.7232957802219,Sign Face,LAKE BALLINGER WAY,D3-1,3.714732768634955,0.8723982749382656,,-30.77439024
983,1205645.266266499,889141.1974194478,-0.584954699,Sign Face,"NO
STOPPING
OR
STANDING",R7-4,1.278447065452735,1.639999258990089,,179.26673018014603
